Phenotype Name,Code Type,Code Description,Code
Peripheral Vascular Disease ,Read2,Replacement of aneurysmal bifurcation of aorta NOS,7A11z
Peripheral Vascular Disease ,Read2,Replacement of aneurysmal bifurcation of aorta OS,7A11y
Peripheral Vascular Disease ,Read2,Replacement of aneurysmal iliac artery,7A40.
Peripheral Vascular Disease ,Read2,Replacement of aneurysmal iliac artery by anastomosis,7A40.
Peripheral Vascular Disease ,Read2,Replacement of aneurysmal iliac artery NOS,7A40z
Peripheral Vascular Disease ,Read2,Revision of prosthesis of bifurcation of aorta,7A171
Peripheral Vascular Disease ,Read2,Revision of reconstruction involving aorta,7A500
Peripheral Vascular Disease ,Read2,Revision of reconstruction involving femoral artery,7A502
Peripheral Vascular Disease ,Read2,Revision of reconstruction involving iliac artery,7A501
Peripheral Vascular Disease ,Read2,Revision of reconstruction of artery,7A50.
Peripheral Vascular Disease ,Read2,Revision of reconstruction of popliteal artery,7A503
Peripheral Vascular Disease ,Read2,Rupture of syphilitic cerebral aneurysm,A94y6
Peripheral Vascular Disease ,Read2,Ruptured abdominal aortic aneurysm,G713.
Peripheral Vascular Disease ,Read2,Ruptured aneurysm of dialysis vascular access,G72C.
Peripheral Vascular Disease ,Read2,Ruptured aortic aneurysm NOS,G715.
Peripheral Vascular Disease ,Read2,Ruptured popliteal artery aneurysm,G7235
Peripheral Vascular Disease ,Read2,Ruptured suprarenal aortic aneurysm,G7130
Peripheral Vascular Disease ,Read2,Ruptured thoracic aortic aneurysm,G711.
Peripheral Vascular Disease ,Read2,Saphenous vein phlebitis,G800.
Peripheral Vascular Disease ,Read2,Saphenous vein thrombophlebitis,G800.
Peripheral Vascular Disease ,Read2,Spigelian hernia with gangrene,J3C0.
Peripheral Vascular Disease ,Read2,Stripping of varicose vein of leg NEC,7A692
Peripheral Vascular Disease ,Read2,Subfascial ligation of varicose veins,7A661
Peripheral Vascular Disease ,Read2,Superficial phlebitis and thrombophlebitis of the leg NOS,G800z
Peripheral Vascular Disease ,Read2,Superficial thrombophlebitis in preg/puerperium + p/n comp,L4124
Peripheral Vascular Disease ,Read2,Superficial thrombophlebitis in pregnancy,L4125
Peripheral Vascular Disease ,Read2,Superficial thrombophlebitis in pregnancy and puerperium NOS,L412z
Peripheral Vascular Disease ,Read2,Superficial thrombophlebitis in pregnancy and the puerperium,L412.
Peripheral Vascular Disease ,Read2,Superficial thrombophlebitis in pregnancy/puerperium unsp,L4120
Peripheral Vascular Disease ,Read2,Superficial thrombophlebitis in the puerperium,L4126
Peripheral Vascular Disease ,Read2,Superficial vessel phlebitis and/or thrombophlebitis of leg,G800.
Peripheral Vascular Disease ,Read2,Syphilitic aortic aneurysm,A930.
Peripheral Vascular Disease ,Read2,Thombophlebitis of legs in the puerperium,L4126
Peripheral Vascular Disease ,Read2,Thoracic aortic aneurysm which has ruptured,G711.
Peripheral Vascular Disease ,Read2,Thoracic aortic aneurysm without mention of rupture,G712.
Peripheral Vascular Disease ,Read2,"Thoracoabdominal aortic aneurysm, ruptured",G7150
Peripheral Vascular Disease ,Read2,"Thoracoabdominal aortic aneurysm, without mention of rupture",G7160
Peripheral Vascular Disease ,Read2,Thrombin injection for pseudoaneurysm,7A6G8
Peripheral Vascular Disease ,Read2,Thromboangiitis obliterans,G731.
Peripheral Vascular Disease ,Read2,Thromboangiitis obliterans NOS,G731z
Peripheral Vascular Disease ,Read2,Thrombophlebitis after infusion,SP322
Peripheral Vascular Disease ,Read2,Thrombophlebitis as a complication of care,SP121
Peripheral Vascular Disease ,Read2,Thrombophlebitis migrans,G821.
Peripheral Vascular Disease ,Read2,Thrombophlebitis NOS,G80z1
Peripheral Vascular Disease ,Read2,Thrombophlebitis of a superficial leg vein NOS,G8005
Peripheral Vascular Disease ,Read2,Thrombophlebitis of legs in pregnancy,L4125
Peripheral Vascular Disease ,Read2,Thrombophlebitis of the anterior tibial vein,G8018
Peripheral Vascular Disease ,Read2,Thrombophlebitis of the breast - Mondor's disease,G80y9
Peripheral Vascular Disease ,Read2,Thrombophlebitis of the common iliac vein,G80y4
Peripheral Vascular Disease ,Read2,Thrombophlebitis of the dorsalis pedis vein,G8019
Peripheral Vascular Disease ,Read2,Thrombophlebitis of the external iliac vein,G80y6
Peripheral Vascular Disease ,Read2,Thrombophlebitis of the femoral vein,G8016
Peripheral Vascular Disease ,Read2,Thrombophlebitis of the iliac vein unspecified,G80y7
Peripheral Vascular Disease ,Read2,Thrombophlebitis of the internal iliac vein,G80y5
Peripheral Vascular Disease ,Read2,Thrombophlebitis of the long saphenous vein,G8003
Peripheral Vascular Disease ,Read2,Thrombophlebitis of the popliteal vein,G8017
Peripheral Vascular Disease ,Read2,Thrombophlebitis of the posterior tibial vein,G801A
Peripheral Vascular Disease ,Read2,Thrombophlebitis of the short saphenous vein,G8004
Peripheral Vascular Disease ,Read2,Transilluminated powered phlebectomy of varicose vein of leg,7A683
Peripheral Vascular Disease ,Read2,Translum ins stent graft for aneurysmal segment of aorta NOS,7A1Cz
Peripheral Vascular Disease ,Read2,Translum insert stent graft for aneurysmal segment of aorta,7A1C.
Peripheral Vascular Disease ,Read2,Transluminal balloon assisted coil embolisation aneurysm NOS,7A59z
Peripheral Vascular Disease ,Read2,Transluminal balloon assisted coil embolisation of aneurysm,7A59.
Peripheral Vascular Disease ,Read2,Transluminal coil embolisation of aneurysm,7A58.
Peripheral Vascular Disease ,Read2,Transluminal coil embolisation of aneurysm NOS,7A58z
Peripheral Vascular Disease ,Read2,Transluminal operation on iliac artery NOS,7A44z
Peripheral Vascular Disease ,Read2,Transluminal operations on aneurysmal segment of aorta,7A1B.
Peripheral Vascular Disease ,Read2,Transluminal operations on aneurysmal segment of aorta NOS,7A1Bz
Peripheral Vascular Disease ,Read2,Transluminal operations on common iliac artery,7A44.
Peripheral Vascular Disease ,Read2,Transluminal operations on varicose vein of leg,7A6M.
Peripheral Vascular Disease ,Read2,Transluminal operations on varicose vein of leg NOS,7A6Mz
Peripheral Vascular Disease ,Read2,Transluminal stent assisted coil embolisation aneurysm NOS,7A5Az
Peripheral Vascular Disease ,Read2,Transluminal stent assisted coil embolisation of aneurysm,7A5A.
Peripheral Vascular Disease ,Read2,Tube graft abdominal Aortic aneurysm (emergency),7A134
Peripheral Vascular Disease ,Read2,Tube graft of Abdominal aortic aneurysm,7A144
Peripheral Vascular Disease ,Read2,Type 1 diabetes mellitus with peripheral angiopathy,C10EG
Peripheral Vascular Disease ,Read2,Type 2 diabetes mellitus with peripheral angiopathy,C109F
Peripheral Vascular Disease ,Read2,Type 2 diabetes mellitus with peripheral angiopathy,C10FF
Peripheral Vascular Disease ,Read2,Type II diabetes mellitus with peripheral angiopathy,C109F
Peripheral Vascular Disease ,Read2,Ultrasound guided foam sclerotherapy for varicose vein leg,7A682
Peripheral Vascular Disease ,Read2,Umbilical hernia with gangrene NOS,J320z
Peripheral Vascular Disease ,Read2,Unilateral femoral hernia with gangrene,J3100
Peripheral Vascular Disease ,Read2,Unilateral inguinal hernia with gangrene,J3000
Peripheral Vascular Disease ,Read2,Unspecified abdominal cavity hernia with gangrene,J3z0.
Peripheral Vascular Disease ,Read2,Varicose vein of leg with phlebitis,G836.
Peripheral Vascular Disease ,Read2,Varicose veins - obstetric,L41..
Peripheral Vascular Disease ,Read2,Varicose veins of leg with long saphenous vein distribution,G8340
Peripheral Vascular Disease ,Read2,Varicose veins of leg with short saphenous vein distribution,G8341
Peripheral Vascular Disease ,Read2,Varicose veins of leg without mention of complications,G834.
Peripheral Vascular Disease ,Read2,Varicose veins of legs in pregnancy,L4105
Peripheral Vascular Disease ,Read2,Varicose veins of legs in pregnancy and puerperium NOS,L410z
Peripheral Vascular Disease ,Read2,Varicose veins of legs in pregnancy and the puerperium,L410.
Peripheral Vascular Disease ,Read2,Varicose veins of legs in pregnancy/puerperium + p/n comp,L4104
Peripheral Vascular Disease ,Read2,Varicose veins of legs in pregnancy/puerperium unspecified,L4100
Peripheral Vascular Disease ,Read2,Varicose veins of legs in the puerperium,L4106
Peripheral Vascular Disease ,Read2,Varicose veins of perineum/vulva in pregnancy/puerperium NOS,L411z
Peripheral Vascular Disease ,Read2,Varicose veins of the leg NOS,G83z.
Peripheral Vascular Disease ,Read2,Varicose veins of the leg with eczema,G831.
Peripheral Vascular Disease ,Read2,Varicose veins of the leg with rupture,G833.
Peripheral Vascular Disease ,Read2,Varicose veins of the leg with ulcer,G830.
Peripheral Vascular Disease ,Read2,Varicose veins of the leg with ulcer and eczema,G832.
Peripheral Vascular Disease ,Read2,Varicose veins of the legs,G83..
Peripheral Vascular Disease ,Read2,Vascular claudication,G73z0
Peripheral Vascular Disease ,Read2,Ventral hernia with gangrene,J330.
Peripheral Vascular Disease ,Read2,Ventral hernia with gangrene NOS,J330z
Peripheral Vascular Disease ,Read2,Vulval obstetric varicose veins,L411.
Peripheral Vascular Disease ,Read2,Y graft abdominal Aortic aneurysm,7A113
Peripheral Vascular Disease ,Read2,Y graft of abdominal Aortic aneurysm (emergency),7A112
Renal Impairment,Read2,[V]Aftercare involving extracorporeal dialysis,ZV56000
Renal Impairment,Read2,[V]Aftercare involving intermittent dialysis,ZV56.00
Renal Impairment,Read2,[V]Aftercare involving peritoneal dialysis,ZV56y11
Renal Impairment,Read2,[V]Aftercare involving renal dialysis NOS,ZV56011
Renal Impairment,Read2,[V]Kidney transplanted,ZV42000
Renal Impairment,Read2,[V]Other specified aftercare involving intermittent dialysis,ZV56y00
Renal Impairment,Read2,[V]Renal dialysis status,ZV45100
Renal Impairment,Read2,[V]Unspecified aftercare involving intermittent dialysis,ZV56z00
Renal Impairment,Read2,[X] Peritoneal dialysis associated peritonitis,SP05613
Renal Impairment,Read2,[X]Failure of sterile precautions during kidney dialysis or other perfusion,U612200
Renal Impairment,Read2,"[X]Kidney dialysis as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",U641.00
Renal Impairment,Read2,[X]Other dialysis,ZVu3G00
Renal Impairment,Read2,Accelerated rejection of renal transplant,SP08C00
Renal Impairment,Read2,"Accidental cut, puncture, perforation or haemorrhage during kidney dialysis",TA02000
Renal Impairment,Read2,"Accidental cut, puncture, perforation or haemorrhage during renal dialysis",TA02011
Renal Impairment,Read2,Acquired arteriovenous fistula,G760.00
Renal Impairment,Read2,Acute hypercalcaemia of dialysis,SP3y900
Renal Impairment,Read2,Acute rejection of renal transplant,SP08H00
Renal Impairment,Read2,Acute rejection of renal transplant - grade I,SP08E00
Renal Impairment,Read2,Acute rejection of renal transplant - grade II,SP08F00
Renal Impairment,Read2,Acute rejection of renal transplant - grade III,SP08G00
Renal Impairment,Read2,Acute-on-chronic rejection of renal transplant,SP08D00
Renal Impairment,Read2,Adynamic bone disease,N33zM00
Renal Impairment,Read2,Allotransplantation of kidney from cadaver,7B00211
Renal Impairment,Read2,Allotransplantation of kidney from cadaver NEC,7B00500
Renal Impairment,Read2,"Allotransplantation of kidney from cadaver, heart non-beating",7B00400
Renal Impairment,Read2,"Allotransplantation of kidney from cadaver, heart-beating",7B00300
Renal Impairment,Read2,Allotransplantation of kidney from live donor,7B00111
Renal Impairment,Read2,Aluminium bone disease,C287.00
Renal Impairment,Read2,Aluminium intoxication,SM59.00
Renal Impairment,Read2,Aluminium-related fracturing osteodystrophy,C287000
Renal Impairment,Read2,Aluminium-related osteomalacia,C28B.00
Renal Impairment,Read2,Aluminium-related osteopathy,C287.11
Renal Impairment,Read2,Anaphylactoid reaction due to haemodialysis,SP0G.00
Renal Impairment,Read2,Aneurysm of anastomotic site of dialysis arteriovenous fistula,G72D200
Renal Impairment,Read2,Aneurysm of artery of transplanted kidney,SP08Q00
Renal Impairment,Read2,Aneurysm of dialysis arteriovenous fistula,G72D.00
Renal Impairment,Read2,Aneurysm of needle site of dialysis arteriovenous fistula,G72D100
Renal Impairment,Read2,Aneurysm of superficialised artery of dialysis arteriovenous fistula,G72D000
Renal Impairment,Read2,Aneurysm of vein of transplanted kidney,SP08S00
Renal Impairment,Read2,Arteriovenous shunt,7A60.00
Renal Impairment,Read2,At risk of chronic kidney disease,14OY.00
Renal Impairment,Read2,Attention to arteriovenous shunt,7A60200
Renal Impairment,Read2,Automated peritoneal dialysis,7L1A400
Renal Impairment,Read2,Autotransplant of kidney,7B00000
Renal Impairment,Read2,Banding of arteriovenous fistula,7A60400
Renal Impairment,Read2,Beta-2 microglobulin amyloidosis,C373J00
Renal Impairment,Read2,Beta-2 microglobulin arthropathy,N039.00
Renal Impairment,Read2,Bloodstained peritoneal dialysis effluent,SP0E000
Renal Impairment,Read2,Borderline changes of acute rejection,SP08V11
Renal Impairment,Read2,Cadaveric renal transplant,7B00212
Renal Impairment,Read2,Chronic kidney disease,K05..13
Renal Impairment,Read2,Chronic kidney disease annual review,6AA..00
Renal Impairment,Read2,Chronic kidney disease laboratory study,4Z1..00
Renal Impairment,Read2,Chronic kidney disease monitoring,66i..00
Renal Impairment,Read2,Chronic kidney disease monitoring administration,9Ot..00
Renal Impairment,Read2,Chronic kidney disease monitoring first letter,9Ot0.00
Renal Impairment,Read2,Chronic kidney disease monitoring second letter,9Ot1.00
Renal Impairment,Read2,Chronic kidney disease monitoring telephone invite,9Ot4.00
Renal Impairment,Read2,Chronic kidney disease monitoring third letter,9Ot2.00
Renal Impairment,Read2,Chronic kidney disease monitoring verbal invite,9Ot3.00
Renal Impairment,Read2,Chronic kidney disease screening,68D1.11
Renal Impairment,Read2,Chronic kidney disease self-management plan agreed,661M200
Renal Impairment,Read2,Chronic kidney disease self-management plan review,661N200
Renal Impairment,Read2,Chronic kidney disease stage 1,1Z10.00
Renal Impairment,Read2,Chronic kidney disease stage 1,K051.00
Renal Impairment,Read2,Chronic kidney disease stage 1 with proteinuria,1Z17.00
Renal Impairment,Read2,Chronic kidney disease stage 1 without proteinuria,1Z18.00
Renal Impairment,Read2,Chronic kidney disease stage 2,1Z11.00
Renal Impairment,Read2,Chronic kidney disease stage 2,K052.00
Renal Impairment,Read2,Chronic kidney disease stage 2 with proteinuria,1Z19.00
Renal Impairment,Read2,Chronic kidney disease stage 2 without proteinuria,1Z1A.00
Renal Impairment,Read2,Chronic kidney disease stage 3,1Z12.00
Renal Impairment,Read2,Chronic kidney disease stage 3,K053.00
Renal Impairment,Read2,Chronic kidney disease stage 3 with proteinuria,1Z1B.00
Renal Impairment,Read2,Chronic kidney disease stage 3 without proteinuria,1Z1C.00
Renal Impairment,Read2,Chronic kidney disease stage 3A,1Z15.00
Renal Impairment,Read2,Chronic kidney disease stage 3A with proteinuria,1Z1D.00
Renal Impairment,Read2,Chronic kidney disease stage 3A without proteinuria,1Z1E.00
Renal Impairment,Read2,Chronic kidney disease stage 3B,1Z16.00
Renal Impairment,Read2,Chronic kidney disease stage 3B with proteinuria,1Z1F.00
Renal Impairment,Read2,Chronic kidney disease stage 3B without proteinuria,1Z1G.00
Renal Impairment,Read2,Chronic kidney disease stage 4,1Z13.00
Renal Impairment,Read2,Chronic kidney disease stage 4,K054.00
Renal Impairment,Read2,Chronic kidney disease stage 4 with proteinuria,1Z1H.00
Renal Impairment,Read2,Chronic kidney disease stage 4 without proteinuria,1Z1J.00
Renal Impairment,Read2,Chronic kidney disease stage 5,1Z14.00
Renal Impairment,Read2,Chronic kidney disease stage 5,K055.00
Renal Impairment,Read2,Chronic kidney disease stage 5 with proteinuria,1Z1K.00
